fixNum_f,numSaccs_f,trialNum_f,rawTrialNum_f,rewardedSacc_f,saccPeakVel_f,expectedPeakVel_f,t_fix_f,t_sacc_f,x_targ_f,y_targ_f,x_dist_f,y_dist_f,x_curFix_f,x_oneFixAhead_f,y_curFix_f,y_oneFixAhead_f
2,4,1481,3008,0,143.96240234375,147.80810546875,18835748,18835925,-8.8529053844746,8.76116543230388,8.8529053844746,8.8529053844746,-8.68170166015625,-8.2142858505249,5.72772598266602,9.13412761688232
3,4,1481,3008,0,238.869323730469,255.208435058594,18835980,18836601,-8.8529053844746,8.76116543230388,8.8529053844746,8.8529053844746,-8.26382541656494,-12.5142860412598,9.23150062561035,4.16746044158936
4,4,1481,3008,0,324.873077392578,158.938751220703,18836668,18837108,-8.8529053844746,8.76116543230388,8.8529053844746,8.8529053844746,-12.2984457015991,-10.6476182937622,4.44882106781006,1.26746022701263
1,4,1482,3009,0,492.406494140625,497.013641357422,18842175,18842470,-20.5956192623269,2.88980849337772,8.76116543230388,2.88980849337772,0.300290584564209,-10.9809532165527,-0.0766074880957603,7.56746053695679
2,4,1482,3009,1,327.961181640625,326.905609130859,18842555,18842738,-20.5956192623269,2.88980849337772,8.76116543230388,2.88980849337772,-10.5153665542603,-18.0476207733154,7.47219657897949,2.93412709236145
3,4,1482,3009,0,463.599060058594,689.05029296875,18842813,18843382,-20.5956192623269,2.88980849337772,8.76116543230388,2.88980849337772,-17.7880172729492,0.785714328289032,3.31402969360352,-4.13253974914551
4,4,1482,3009,0,442.67041015625,485.233734130859,18843498,18843697,-20.5956192623269,2.88980849337772,8.76116543230388,2.88980849337772,0.396434545516968,11.7857141494751,-3.85833525657654,3.36746048927307
1,3,1483,3010,0,335.962524414063,341.577362060547,18849025,18849300,14.63252237123,-2.98154844554844,-20.5956192623269,-8.8529053844746,0.065350629389286,-8.81428527832031,-0.322963863611221,-1.63253962993622
2,3,1483,3010,0,423.857299804688,429.021301269531,18849364,18849570,14.63252237123,-2.98154844554844,-20.5956192623269,-8.8529053844746,-8.66816234588623,-17.2476196289063,-1.61555016040802,-8.5325403213501
3,3,1483,3010,0,190.812438964844,209.518936157227,18849640,18850352,14.63252237123,-2.98154844554844,-20.5956192623269,-8.8529053844746,-17.0049533843994,-21.4809513092041,-7.71943855285645,-4.53253984451294
1,8,1484,3011,0,278.868865966797,300.107391357422,18856489,18856714,-20.5956192623269,8.76116543230388,14.63252237123,2.88980849337772,-1.25739657878876,-5.78095245361328,-1.33579874038696,5.63412714004517
2,8,1484,3011,0,401.034820556641,411.473388671875,18856785,18857009,-20.5956192623269,8.76116543230388,14.63252237123,2.88980849337772,-5.46042060852051,-13.1809530258179,5.66805696487427,-2.69920635223389
3,8,1484,3011,0,608.452392578125,602.579528808594,18857084,18857378,-20.5956192623269,8.76116543230388,14.63252237123,2.88980849337772,-13.0258359909058,2.88571429252625,-2.30203986167908,-8.33253955841064
4,8,1484,3011,0,559.485961914063,585.620544433594,18857456,18857666,-20.5956192623269,8.76116543230388,14.63252237123,2.88980849337772,2.31984162330627,0.219047605991364,-7.96015930175781,8.76746082305908
